message_id,message_text,category,urgency,cleaned_text
MSG000156,"Hi team, Please revert within a couple of days. amortisation schedule please Awaiting your response.
Thanks and regards,
Vikram Joshi
Account holder",payment_issue,medium,please revert within a couple of days. amortisation schedule please
MSG000157,"Dear madam, This needs to be resolved today. settle the loan early Thanks in advance.",payment_issue,high,this needs to be resolved today. settle the loan early
MSG000158,"Hi team, Extremely urgent, please act now. settle the loan early Awaiting your response.
--
Anil Menon
Sent from my iPhone",payment_issue,high,"extremely urgent, please act now. settle the loan early"
MSG000159,"This is urgent. raising complaint against Jaipur branch Thanks in advance.
--
Vikram Joshi
Sent from my iPhone",complaint,high,this is urgent. raising complaint against jaipur branch
MSG000160,"Hi team, At your convenience, Which documents do I need, my application LA015804 was rejected for papers Please advise.
--
Lakshmi Iyer
Sent from my iPhone",loan_query,low,"at your convenience, which documents do i need, my application <application_ref> was rejected for papers please advise."
MSG000161,"Hello, Please look into this soon. An unexplained deduction of Rs 185,000 has appeared on my account",complaint,medium,"please look into this soon. an unexplained deduction of rs 185,000 has appeared on my account"
MSG000162,"This was promised to me on 02-12-2025. Whenever you get a chance, My documents for LA004219 are still not verified after 44 days Awaiting your response.
Best regards,
Imran Qureshi",complaint,low,"this was promised to me on 02-12-2025. whenever you get a chance, my documents for <application_ref> are still not verified after 44 days"
MSG000163,"Hi team, At your convenience, co applicant needed? Regards. https://loanserve.example.com/ticket",loan_query,low,"at your convenience, co applicant needed? regards. <url>"
MSG000164,"Dear madam, Requesting a prompt update. emi debited twice Thanks in advance.",payment_issue,medium,requesting a prompt update. emi debited twice
MSG000165,"Immediate attention needed. I have been charged a late payment penalty of Rs 815,000 unfairly Please advise.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",payment_issue,high,"immediate attention needed. i have been charged a late payment penalty of rs 815,000 unfairly please advise."
MSG000166,"I submitted the form on 23/05/2026. ticket TKT-769871 — Requesting a prompt update. My KYC is still pending and now my EMI payment of Rs 175,000 has failed Kindly help.",kyc,medium,"i submitted the form on 23/05/2026. ticket <ticket> — requesting a prompt update. my kyc is still pending and now my emi payment of rs 175,000 has failed kindly help."
MSG000167,"Dear sir, My due date is 06/11/2026. regarding CASE-474524, Please look into this soo.n Can my instalment date for LA026641 be moved to the 5th Thanks in advance.
--
Imran Qureshi
Sent from my iPhone",payment_issue,medium,"my due date is 06/11/2026. regarding <ticket>, please look into this soo.n can my instalment date for <application_ref> be moved to the 5th"
MSG000168,"Good morning, Please look into this soon. Is a co-applicant mandatory for a personal loan of Rs 465,000 Kindly help.",loan_query,medium,"please look into this soon. is a co-applicant mandatory for a personal loan of rs 465,000 kindly help."
MSG000169,"Good morning, Please look into this soon. What will my EMI be for Rs 897,000 over 36 months Please confirm.",loan_query,medium,"please look into this soon. what will my emi be for rs 897,000 over 36 months please confirm."
MSG000170,This is urgent. standing instruction not working Regards.,payment_issue,high,this is urgent. standing instruction not working
MSG000171,"Dear madam, No hurry, but ned re kyc appointment ❗",kyc,medium,"no hurry, but ned re kyc appointment ❗"
MSG000172,"At your convenience, Why has Rs 286,000 been debited from my account without notice",complaint,low,"at your convenience, why has rs 286,000 been debited from my account without notice"
MSG000173,"Good morning, Just checking, Can I transfer my personal loan from another bank to you
Thanks and regards,
Sneha Reddy
Account holder",loan_query,medium,"just checking, can i transfer my personal loan from another bank to you"
MSG000174,"Dear madam, regarding TKT-813907, This is urgent. which id proof accepted Please advise.

On 16 Jun 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",kyc,high,"regarding <ticket>, this is urgent. which id proof accepted please advise."
MSG000175,"Good morning, Please revert within a couple of days. kyc status for LA023177 Awaiting your response.
--
Sneha Reddy
Sent from my iPhone",kyc,medium,please revert within a couple of days. kyc status for <application_ref>
MSG000176,"Hi team, Requesting a prompt update. submit docs by email? Please confirm.",kyc,medium,requesting a prompt update. submit docs by email? please confirm.
MSG000177,"Dear sir, At your convenience, Is a tenure of 36 months allowed on vehicle finance Please confirm.",loan_query,medium,"at your convenience, is a tenure of 36 months allowed on vehicle finance please confirm."
MSG000178,"Dear sir, This needs to be resolved today. This experience with your home loan team has been frustrating Regards.
Best regards,
Priya Sharma",complaint,high,this needs to be resolved today. this experience with your home loan team has been frustrating
MSG000179,"Good morning, my reference is CASE-910302. Please treat this as urgent. What is the maximum tenure available on a vehicle loan Awaiting your response.
--
Sneha Reddy
Sent from my iPhone",loan_query,high,my reference is <ticket>. please treat this as urgent. what is the maximum tenure available on a vehicle loan
MSG000180,"Dear sir, Whenever you get a chance, My vehicle loan query has been ignored for 7 days now
Sent from my Android device",complaint,low,"whenever you get a chance, my vehicle loan query has been ignored for 7 days now"
MSG000181,"Hi team, Kindly respond at the earliest. Why has a bounce charge of Rs 882,000 been levied on LA028465 Thanks in advance.",payment_issue,medium,"kindly respond at the earliest. why has a bounce charge of rs 882,000 been levied on <application_ref>"
MSG000182,"Hello, This is urgent. My documents for LA935840 are still not verified after 29 dayys Please advise. ⚠️
Sent from my Android device",complaint,high,this is urgent. my documents for <application_ref> are still not verified after 29 dayys please advise. ⚠️
MSG000183,"Hi team, Please revert within a couple of days. your staff misbehaved",complaint,medium,please revert within a couple of days. your staff misbehaved
MSG000184,Immediate attention needed. how to complete kyc online Awaiting your response.,kyc,high,immediate attention needed. how to complete kyc online
MSG000185,"Good morning, At your convenience, update my occupation details Please confirm.",kyc,low,"at your convenience, update my occupation details please confirm."
MSG000186,"Dear sir, Please revert within a couple of days. My KYC is still pending and now my EMI payment of Rs 165,000 has failed",kyc,medium,"please revert within a couple of days. my kyc is still pending and now my emi payment of rs 165,000 has failed"
MSG000187,"Hello, my reference is CASE-912778. Extremely urgent, please act now. My payment was debited twice for the same instalment Please advise.
Sent from my Android device

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",payment_issue,high,"my reference is <ticket>. extremely urgent, please act now. my payment was debited twice for the same instalment please advise."
MSG000188,"Hi team, Please revert within a couple of days. submit docs by email? Please confirm.",kyc,medium,please revert within a couple of days. submit docs by email? please confirm.
MSG000189,"Please look into this soon. aadhaar accepted for kyc? Regards.
Sent from my Android device",kyc,medium,please look into this soon. aadhaar accepted for kyc?
